product,Period,Actual Consumption,Service Excel,Service AI,Consumption Excel,Consumption AI,Demographic,Consumption LMIS,Forecast Type,Adopted
Levoplant,Sept-24,"9,763","149,004",,"163,632","167,124","224,904",,Main,Consumption Excel
Levoplant,Oct-24,"10,689","149,004",,"163,632","167,124","224,904",,Main,Consumption Excel
Levoplant,Nov-24,"8,736","149,004",,"163,632","167,124","224,904",,Main,Consumption Excel
Levoplant,Dec-24,"8,383","149,004",,"163,632","167,124","224,904",,Main,Consumption Excel
Levoplant,Jan-25,"8,938","149,004",,"163,632","167,124","224,904",,Main,Consumption Excel
Levoplant,Feb-25,"10,548","149,004",,"163,632","167,124","224,904",,Main,Consumption Excel
Levoplant,Mar-25,"11,694","149,004",,"163,632","167,124","224,904",,Main,Consumption Excel
Levoplant,Apr-25,"10,986","149,004",,"163,632","167,124","224,904",,Main,Consumption Excel
Levoplant,May-25,"10,319","149,004",,"163,632","167,124","224,904",,Main,Consumption Excel
Levoplant,Jun-25,"8,940","149,004",,"163,632","167,124","224,904",,Main,Consumption Excel
,,,,,,,,,,
Levoplant,Jul-24,"10,623","136,992","163,632","131,424","167,772","83,544",,Review,Consumption AI
Levoplant,Aug-24,"10,111","136,992","163,632","131,424","167,772","83,544",,Review,Consumption AI
Levoplant,Sept-24,"9,763","136,992","163,632","131,424","167,772","83,544",,Review,Consumption AI
Levoplant,Oct-24,"10,689","136,992","163,632","131,424","167,772","83,544",,Review,Consumption AI
Levoplant,Nov-24,"8,736","136,992","163,632","131,424","167,772","83,544",,Review,Consumption AI
Levoplant,Dec-24,"8,383","136,992","163,632","131,424","167,772","83,544",,Review,Consumption AI
Levoplant,Jan-25,"8,938","136,992","163,632","131,424","167,772","83,544",,Review,Consumption AI
Levoplant,Feb-25,"10,548","136,992","163,632","131,424","167,772","83,544",,Review,Consumption AI
Levoplant,Mar-25,"11,694","136,992","163,632","131,424","167,772","83,544",,Review,Consumption AI
Levoplant,Apr-25,"10,986","136,992","163,632","131,424","167,772","83,544",,Review,Consumption AI
Levoplant,May-25,"10,319","136,992","163,632","131,424","167,772","83,544",,Review,Consumption AI
Levoplant,Jun-25,"8,940","136,992","163,632","131,424","167,772","83,544",,Review,Consumption AI
,,,,,,,,,,
Levoplant,Jul-25,"6,699",,"8,913",,"9,408","10,470","19,885",Main,Consumption LMIS
Levoplant,Aug-25,"6,884",,"9,043",,"9,814","10,470","19,885",Main,Consumption LMIS
Levoplant,Sept-25,"7,559",,"8,885",,"9,418","10,470","19,885",Main,Consumption LMIS
Levoplant,Oct-25,"8,021",,"8,927",,"8,724","10,470","19,885",Main,Consumption LMIS
Levoplant,Nov-25,"7,453",,"8,789",,"8,963","10,470","19,885",Main,Consumption LMIS
Levoplant,Dec-25,"6,773",,"7,880",,"8,310","10,470","19,885",Main,Consumption LMIS
Levoplant,Jan-26,,,"8,640",,"10,876","10,470","19,885",Main,Consumption LMIS
Levoplant,Feb-26,,,"8,470",,"10,789","10,470","19,885",Main,Consumption LMIS
Levoplant,Mar-26,,,"8,457",,"11,154","10,470","19,885",Main,Consumption LMIS
Levoplant,Apr-26,,,"8,075",,"8,724","10,470","19,885",Main,Consumption LMIS
Levoplant,May-26,,,"8,040",,"9,947","10,470","19,885",Main,Consumption LMIS
Levoplant,Jun-26,,,"7,988",,"8,892","10,470","19,885",Main,Consumption LMIS
,,,,,,,,,,
Cycle Beads,Jul-23,"1,280",,341,648,277,3226,,Main,Demographic
Cycle Beads,Aug-23,128,,227,648,280,3226,,Main,Demographic
Cycle Beads,Sept-23,118,,363,648,266,3226,,Main,Demographic
Cycle Beads,Oct-23,"1,573",,101,648,273,3226,,Main,Demographic
Cycle Beads,Nov-23,134,,673,648,274,3226,,Main,Demographic
Cycle Beads,Dec-23,"1,001",,243,648,272,3226,,Main,Demographic
Cycle Beads,Jan-24,163,,203,648,280,3226,,Main,Demographic
Cycle Beads,Feb-24,104,,246,648,274,3226,,Main,Demographic
Cycle Beads,Mar-24,144,,261,648,277,3226,,Main,Demographic
Cycle Beads,Apr-24,105,,430,648,275,3226,,Main,Demographic
Cycle Beads,May-24,105,,188,648,274,3226,,Main,Demographic
Cycle Beads,Jun-24,86,,270,648,265,3226,,Main,Demographic
,,,,,,,,,,
Cycle Beads,Jul-24,69,"2,388","3,492","2,280","8,784","26,088",,Main,Demographic
Cycle Beads,Aug-24,124,"2,388","3,492","2,280","8,784","26,088",,Main,Demographic
Cycle Beads,Sept-24,55,"2,388","3,492","2,280","8,784","26,088",,Main,Demographic
Cycle Beads,Oct-24,105,"2,388","3,492","2,280","8,784","26,088",,Main,Demographic
Cycle Beads,Nov-24,52,"2,388","3,492","2,280","8,784","26,088",,Main,Demographic
Cycle Beads,Dec-24,102,"2,388","3,492","2,280","8,784","26,088",,Main,Demographic
Cycle Beads,Jan-25,76,"2,388","3,492","2,280","8,784","26,088",,Main,Demographic
Cycle Beads,Feb-25,114,"2,388","3,492","2,280","8,784","26,088",,Main,Demographic
Cycle Beads,Mar-25,39,"2,388","3,492","2,280","8,784","26,088",,Main,Demographic
Cycle Beads,Apr-25,79,"2,388","3,492","2,280","8,784","26,088",,Main,Demographic
Cycle Beads,May-25,69,"2,388","3,492","2,280","8,784","26,088",,Main,Demographic
Cycle Beads,Jun-25,109,"2,388","3,492","2,280","8,784","26,088",,Main,Demographic
,,,,,,,,,,
Cycle Beads,Jul-24,69,,"26,088","2,700","3,060","25,692",,Review,Demographic
Cycle Beads,Aug-24,124,,"26,088","2,700","3,060","25,692",,Review,Demographic
Cycle Beads,Sept-24,55,,"26,088","2,700","3,060","25,692",,Review,Demographic
Cycle Beads,Oct-24,105,,"26,088","2,700","3,060","25,692",,Review,Demographic
Cycle Beads,Nov-24,52,,"26,088","2,700","3,060","25,692",,Review,Demographic
Cycle Beads,Dec-24,102,,"26,088","2,700","3,060","25,692",,Review,Demographic
Cycle Beads,Jan-25,76,,"26,088","2,700","3,060","25,692",,Review,Demographic
Cycle Beads,Feb-25,114,,"26,088","2,700","3,060","25,692",,Review,Demographic
Cycle Beads,Mar-25,39,,"26,088","2,700","3,060","25,692",,Review,Demographic
Cycle Beads,Apr-25,79,,"26,088","2,700","3,060","25,692",,Review,Demographic
Cycle Beads,May-25,69,,"26,088","2,700","3,060","25,692",,Review,Demographic
Cycle Beads,Jun-25,109,,"26,088","2,700","3,060","25,692",,Review,Demographic
,,,,,,,,,,
Cycle Beads,Jul-25,34,,102,,87,"3,734","13,729",Main,Demographic
Cycle Beads,Aug-25,38,,70,,110,"3,734","13,729",Main,Demographic
Cycle Beads,Sept-25,29,,73,,61,"3,734","13,729",Main,Demographic
Cycle Beads,Oct-25,38,,111,,86,"3,734","13,729",Main,Demographic
Cycle Beads,Nov-25,100,,74,,62,"3,734","13,729",Main,Demographic
Cycle Beads,Dec-25,375,,80,,91,"3,734","13,729",Main,Demographic
Cycle Beads,Jan-26,,,136,,70,"3,734","13,729",Main,Demographic
Cycle Beads,Feb-26,,,50,,104,"3,734","13,729",Main,Demographic
Cycle Beads,Mar-26,,,49,,64,"3,734","13,729",Main,Demographic
Cycle Beads,Apr-26,,,99,,84,"3,734","13,729",Main,Demographic
Cycle Beads,May-26,,,57,,72,"3,734","13,729",Main,Demographic
Cycle Beads,Jun-26,,,93,,103,"3,734","13,729",Main,Demographic
